id,person_id,party_id,started_on,created_at,updated_at
60,60,17,2024-10-27,2025-12-12 15:17:36,2025-12-12 15:17:36
61,61,7,2024-10-27,2025-12-12 15:17:36,2025-12-12 15:17:36
62,62,18,2024-10-27,2025-12-12 15:17:36,2025-12-12 15:17:36
63,63,4,2024-10-27,2025-12-12 15:17:36,2025-12-12 15:17:36
64,64,4,2024-10-27,2025-12-12 15:17:36,2025-12-12 15:17:36
65,65,24,2024-10-27,2025-12-12 15:17:38,2025-12-12 15:17:38
66,66,10,2024-10-27,2025-12-12 15:17:38,2025-12-12 15:17:38
67,67,14,2024-10-27,2025-12-12 15:17:38,2025-12-12 15:17:38
68,68,7,2024-10-27,2025-12-12 15:17:38,2025-12-12 15:17:38
69,69,18,2024-10-27,2025-12-12 15:17:38,2025-12-12 15:17:38
70,70,25,2024-10-27,2025-12-12 15:17:41,2025-12-12 15:17:41
71,71,18,2024-10-27,2025-12-12 15:17:41,2025-12-12 15:17:41
72,72,26,2024-10-27,2025-12-12 15:17:43,2025-12-12 15:17:43
73,73,12,2024-10-27,2025-12-12 15:17:43,2025-12-12 15:17:43
74,74,4,2024-10-27,2025-12-12 15:17:43,2025-12-12 15:17:43
75,75,4,2024-10-27,2025-12-12 15:17:43,2025-12-12 15:17:43
76,76,4,2024-10-27,2025-12-12 15:17:43,2025-12-12 15:17:43
77,77,5,2024-10-27,2025-12-12 15:17:45,2025-12-12 15:17:45
78,78,13,2024-10-27,2025-12-12 15:17:45,2025-12-12 15:17:45
79,79,16,2024-10-27,2025-12-12 15:17:45,2025-12-12 15:17:45
80,80,27,2024-10-27,2025-12-12 15:17:45,2025-12-12 15:17:45
81,81,18,2024-10-27,2025-12-12 15:17:45,2025-12-12 15:17:45
82,82,10,2024-10-27,2025-12-12 15:17:47,2025-12-12 15:17:47
83,83,28,2024-10-27,2025-12-12 15:17:47,2025-12-12 15:17:47
84,84,4,2024-10-27,2025-12-12 15:17:47,2025-12-12 15:17:47
85,85,4,2024-10-27,2025-12-12 15:17:47,2025-12-12 15:17:47
86,86,4,2024-10-27,2025-12-12 15:17:47,2025-12-12 15:17:47
87,87,4,2024-10-27,2025-12-12 15:17:47,2025-12-12 15:17:47
88,88,28,2024-10-27,2025-12-12 15:17:50,2025-12-12 15:17:50
89,89,29,2024-10-27,2025-12-12 15:17:50,2025-12-12 15:17:50
90,90,27,2024-10-27,2025-12-12 15:17:50,2025-12-12 15:17:50
91,91,4,2024-10-27,2025-12-12 15:17:50,2025-12-12 15:17:50
92,92,4,2024-10-27,2025-12-12 15:17:50,2025-12-12 15:17:50
93,93,26,2024-10-27,2025-12-12 15:17:52,2025-12-12 15:17:52
94,94,7,2024-10-27,2025-12-12 15:17:52,2025-12-12 15:17:52
95,95,8,2024-10-27,2025-12-12 15:17:52,2025-12-12 15:17:52
96,96,24,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
97,97,11,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
98,98,30,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
99,99,31,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
100,100,4,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
101,101,4,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
102,102,4,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
103,103,4,2024-10-27,2025-12-12 15:17:54,2025-12-12 15:17:54
104,104,24,2024-10-27,2025-12-12 15:17:57,2025-12-12 15:17:57
105,105,14,2024-10-27,2025-12-12 15:17:57,2025-12-12 15:17:57
106,106,29,2024-10-27,2025-12-12 15:17:57,2025-12-12 15:17:57
107,107,7,2024-10-27,2025-12-12 15:17:57,2025-12-12 15:17:57
108,108,4,2024-10-27,2025-12-12 15:17:57,2025-12-12 15:17:57
109,109,4,2024-10-27,2025-12-12 15:17:57,2025-12-12 15:17:57
110,110,10,2024-10-27,2025-12-12 15:17:59,2025-12-12 15:17:59
111,111,32,2024-10-27,2025-12-12 15:17:59,2025-12-12 15:17:59
112,112,2,2024-10-27,2025-12-12 15:17:59,2025-12-12 15:17:59
113,113,12,2024-10-27,2025-12-12 15:17:59,2025-12-12 15:17:59
114,114,4,2024-10-27,2025-12-12 15:17:59,2025-12-12 15:17:59
115,115,16,2024-10-27,2025-12-12 15:18:01,2025-12-12 15:18:01
116,116,27,2024-10-27,2025-12-12 15:18:01,2025-12-12 15:18:01
117,117,18,2024-10-27,2025-12-12 15:18:01,2025-12-12 15:18:01
118,118,4,2024-10-27,2025-12-12 15:18:01,2025-12-12 15:18:01
119,119,4,2024-10-27,2025-12-12 15:18:01,2025-12-12 15:18:01
120,120,10,2024-10-27,2025-12-12 15:18:03,2025-12-12 15:18:03
121,121,23,2024-10-27,2025-12-12 15:18:03,2025-12-12 15:18:03
122,122,27,2024-10-27,2025-12-12 15:18:03,2025-12-12 15:18:03
123,123,4,2024-10-27,2025-12-12 15:18:04,2025-12-12 15:18:04
124,124,10,2024-10-27,2025-12-12 15:18:06,2025-12-12 15:18:06
125,125,16,2024-10-27,2025-12-12 15:18:06,2025-12-12 15:18:06
126,126,2,2024-10-27,2025-12-12 15:18:06,2025-12-12 15:18:06
127,127,4,2024-10-27,2025-12-12 15:18:06,2025-12-12 15:18:06
128,128,24,2024-10-27,2025-12-12 15:18:08,2025-12-12 15:18:08
129,129,14,2024-10-27,2025-12-12 15:18:08,2025-12-12 15:18:08
130,130,29,2024-10-27,2025-12-12 15:18:08,2025-12-12 15:18:08
131,131,27,2024-10-27,2025-12-12 15:18:08,2025-12-12 15:18:08
132,132,21,2024-10-27,2025-12-12 15:18:08,2025-12-12 15:18:08
133,133,4,2024-10-27,2025-12-12 15:18:08,2025-12-12 15:18:08
134,134,20,2024-10-27,2025-12-12 15:18:10,2025-12-12 15:18:10
135,135,12,2024-10-27,2025-12-12 15:18:10,2025-12-12 15:18:10
136,136,10,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
137,137,14,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
138,138,29,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
139,139,17,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
140,140,7,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
141,141,8,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
142,142,4,2024-10-27,2025-12-12 15:18:13,2025-12-12 15:18:13
143,143,10,2024-10-27,2025-12-12 15:18:15,2025-12-12 15:18:15
144,144,14,2024-10-27,2025-12-12 15:18:15,2025-12-12 15:18:15
145,145,27,2024-10-27,2025-12-12 15:18:15,2025-12-12 15:18:15
146,146,18,2024-10-27,2025-12-12 15:18:15,2025-12-12 15:18:15
147,147,19,2024-10-27,2025-12-12 15:18:17,2025-12-12 15:18:17
148,148,12,2024-10-27,2025-12-12 15:18:17,2025-12-12 15:18:17
149,149,4,2024-10-27,2025-12-12 15:18:17,2025-12-12 15:18:17
150,150,6,2024-10-27,2025-12-12 15:18:19,2025-12-12 15:18:19
151,151,27,2024-10-27,2025-12-12 15:18:19,2025-12-12 15:18:19
152,152,8,2024-10-27,2025-12-12 15:18:19,2025-12-12 15:18:19
153,153,4,2024-10-27,2025-12-12 15:18:20,2025-12-12 15:18:20
154,154,24,2024-10-27,2025-12-12 15:18:22,2025-12-12 15:18:22
155,155,25,2024-10-27,2025-12-12 15:18:22,2025-12-12 15:18:22
156,156,12,2024-10-27,2025-12-12 15:18:22,2025-12-12 15:18:22
157,157,4,2024-10-27,2025-12-12 15:18:22,2025-12-12 15:18:22
158,158,28,2024-10-27,2025-12-12 15:18:24,2025-12-12 15:18:24
159,159,8,2024-10-27,2025-12-12 15:18:24,2025-12-12 15:18:24
160,160,4,2024-10-27,2025-12-12 15:18:24,2025-12-12 15:18:24
161,161,4,2024-10-27,2025-12-12 15:18:24,2025-12-12 15:18:24
162,162,4,2024-10-27,2025-12-12 15:18:24,2025-12-12 15:18:24
163,163,4,2024-10-27,2025-12-12 15:18:24,2025-12-12 15:18:24
164,164,24,2024-10-27,2025-12-12 15:18:26,2025-12-12 15:18:26
165,165,10,2024-10-27,2025-12-12 15:18:26,2025-12-12 15:18:26
166,166,14,2024-10-27,2025-12-12 15:18:26,2025-12-12 15:18:26
167,167,12,2024-10-27,2025-12-12 15:18:26,2025-12-12 15:18:26
168,168,20,2024-10-27,2025-12-12 15:18:29,2025-12-12 15:18:29
169,169,21,2024-10-27,2025-12-12 15:18:29,2025-12-12 15:18:29
170,170,13,2024-10-27,2025-12-12 15:18:31,2025-12-12 15:18:31
171,171,14,2024-10-27,2025-12-12 15:18:31,2025-12-12 15:18:31
172,172,29,2024-10-27,2025-12-12 15:18:31,2025-12-12 15:18:31
173,173,7,2024-10-27,2025-12-12 15:18:31,2025-12-12 15:18:31
174,174,8,2024-10-27,2025-12-12 15:18:31,2025-12-12 15:18:31
175,175,33,2024-10-27,2025-12-12 15:18:33,2025-12-12 15:18:33
176,176,34,2024-10-27,2025-12-12 15:18:33,2025-12-12 15:18:33
177,177,27,2024-10-27,2025-12-12 15:18:33,2025-12-12 15:18:33
178,178,4,2024-10-27,2025-12-12 15:18:33,2025-12-12 15:18:33
179,179,13,2024-10-27,2025-12-12 15:18:35,2025-12-12 15:18:35
180,180,19,2024-10-27,2025-12-12 15:18:35,2025-12-12 15:18:35
181,181,31,2024-10-27,2025-12-12 15:18:35,2025-12-12 15:18:35
182,182,4,2024-10-27,2025-12-12 15:18:35,2025-12-12 15:18:35
183,183,22,2024-10-27,2025-12-12 15:18:38,2025-12-12 15:18:38
184,184,29,2024-10-27,2025-12-12 15:18:38,2025-12-12 15:18:38
185,185,31,2024-10-27,2025-12-12 15:18:38,2025-12-12 15:18:38
186,186,4,2024-10-27,2025-12-12 15:18:38,2025-12-12 15:18:38
187,187,4,2024-10-27,2025-12-12 15:18:38,2025-12-12 15:18:38
188,188,4,2024-10-27,2025-12-12 15:18:38,2025-12-12 15:18:38
189,189,13,2024-10-27,2025-12-12 15:18:40,2025-12-12 15:18:40
190,190,19,2024-10-27,2025-12-12 15:18:40,2025-12-12 15:18:40
191,191,27,2024-10-27,2025-12-12 15:18:40,2025-12-12 15:18:40
192,192,35,2024-10-27,2025-12-12 15:18:40,2025-12-12 15:18:40
193,193,4,2024-10-27,2025-12-12 15:18:40,2025-12-12 15:18:40
194,194,10,2024-10-27,2025-12-12 15:18:42,2025-12-12 15:18:42
195,195,16,2024-10-27,2025-12-12 15:18:42,2025-12-12 15:18:42
196,196,8,2024-10-27,2025-12-12 15:18:42,2025-12-12 15:18:42
197,197,4,2024-10-27,2025-12-12 15:18:42,2025-12-12 15:18:42
198,198,4,2024-10-27,2025-12-12 15:18:42,2025-12-12 15:18:42
199,199,29,2024-10-27,2025-12-12 15:18:45,2025-12-12 15:18:45
200,200,34,2024-10-27,2025-12-12 15:18:45,2025-12-12 15:18:45
201,201,4,2024-10-27,2025-12-12 15:18:45,2025-12-12 15:18:45
202,202,10,2024-10-27,2025-12-12 15:18:47,2025-12-12 15:18:47
203,203,19,2024-10-27,2025-12-12 15:18:47,2025-12-12 15:18:47
204,204,29,2024-10-27,2025-12-12 15:18:47,2025-12-12 15:18:47
205,205,21,2024-10-27,2025-12-12 15:18:47,2025-12-12 15:18:47
206,206,4,2024-10-27,2025-12-12 15:18:47,2025-12-12 15:18:47
207,207,4,2024-10-27,2025-12-12 15:18:47,2025-12-12 15:18:47
208,208,7,2024-10-27,2025-12-12 15:18:49,2025-12-12 15:18:49
209,209,18,2024-10-27,2025-12-12 15:18:49,2025-12-12 15:18:49
210,210,4,2024-10-27,2025-12-12 15:18:49,2025-12-12 15:18:49
211,211,4,2024-10-27,2025-12-12 15:18:49,2025-12-12 15:18:49
212,212,36,2024-10-27,2025-12-12 15:18:51,2025-12-12 15:18:51
213,213,34,2024-10-27,2025-12-12 15:18:51,2025-12-12 15:18:51
214,214,18,2024-10-27,2025-12-12 15:18:51,2025-12-12 15:18:51
215,215,4,2024-10-27,2025-12-12 15:18:51,2025-12-12 15:18:51
216,216,4,2024-10-27,2025-12-12 15:18:51,2025-12-12 15:18:51
217,217,10,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
218,218,14,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
219,219,34,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
220,220,8,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
221,221,4,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
222,222,4,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
223,223,4,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
224,224,4,2024-10-27,2025-12-12 15:18:54,2025-12-12 15:18:54
225,225,20,2024-10-27,2025-12-12 15:18:56,2025-12-12 15:18:56
226,226,18,2024-10-27,2025-12-12 15:18:56,2025-12-12 15:18:56
227,227,4,2024-10-27,2025-12-12 15:18:56,2025-12-12 15:18:56
228,228,4,2024-10-27,2025-12-12 15:18:56,2025-12-12 15:18:56
229,229,4,2024-10-27,2025-12-12 15:18:56,2025-12-12 15:18:56
230,230,28,2024-10-27,2025-12-12 15:18:58,2025-12-12 15:18:58
231,231,12,2024-10-27,2025-12-12 15:18:58,2025-12-12 15:18:58
232,232,4,2024-10-27,2025-12-12 15:18:58,2025-12-12 15:18:58
233,233,4,2024-10-27,2025-12-12 15:18:58,2025-12-12 15:18:58
234,234,4,2024-10-27,2025-12-12 15:18:58,2025-12-12 15:18:58
235,235,4,2024-10-27,2025-12-12 15:18:58,2025-12-12 15:18:58
236,236,24,2024-10-27,2025-12-12 15:19:01,2025-12-12 15:19:01
237,237,16,2024-10-27,2025-12-12 15:19:01,2025-12-12 15:19:01
238,238,29,2024-10-27,2025-12-12 15:19:01,2025-12-12 15:19:01
239,239,27,2024-10-27,2025-12-12 15:19:01,2025-12-12 15:19:01
240,240,12,2024-10-27,2025-12-12 15:19:01,2025-12-12 15:19:01
241,241,25,2024-10-27,2025-12-12 15:19:03,2025-12-12 15:19:03
242,242,2,2024-10-27,2025-12-12 15:19:03,2025-12-12 15:19:03
243,243,4,2024-10-27,2025-12-12 15:19:03,2025-12-12 15:19:03
244,244,14,2024-10-27,2025-12-12 15:19:05,2025-12-12 15:19:05
245,245,21,2024-10-27,2025-12-12 15:19:05,2025-12-12 15:19:05
246,246,4,2024-10-27,2025-12-12 15:19:05,2025-12-12 15:19:05
247,247,4,2024-10-27,2025-12-12 15:19:05,2025-12-12 15:19:05
248,248,4,2024-10-27,2025-12-12 15:19:05,2025-12-12 15:19:05
249,249,24,2024-10-27,2025-12-12 15:19:07,2025-12-12 15:19:07
250,250,10,2024-10-27,2025-12-12 15:19:07,2025-12-12 15:19:07
251,251,37,2024-10-27,2025-12-12 15:19:07,2025-12-12 15:19:07
252,252,35,2024-10-27,2025-12-12 15:19:07,2025-12-12 15:19:07
253,253,13,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
254,254,28,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
255,255,12,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
256,256,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
257,257,13,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
258,258,18,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
259,259,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
260,260,19,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
261,261,15,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
262,262,34,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
263,263,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
264,264,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
265,265,20,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
266,266,8,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
267,267,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
268,268,10,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
269,269,20,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
270,270,34,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
271,271,18,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
272,272,1,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
273,273,31,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
274,274,38,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
275,275,28,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
276,276,12,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
277,277,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
278,278,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
279,279,5,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
280,280,10,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
281,281,16,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
282,282,39,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
283,283,29,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
284,284,2,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
285,285,35,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
286,286,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
287,287,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
288,288,13,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
289,289,6,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
290,290,29,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
291,291,34,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
292,292,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
293,293,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
294,294,18,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
295,295,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
296,296,23,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
297,297,12,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
298,298,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
299,299,18,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
300,300,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
301,301,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
302,302,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
303,303,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
304,304,40,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
305,305,29,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
306,306,31,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
307,307,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
308,308,25,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
309,309,31,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
310,310,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
311,311,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
312,312,25,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
313,313,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
314,314,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
315,315,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
316,316,6,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
317,317,31,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
318,318,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
319,319,4,2024-10-27,2025-12-13 15:06:23,2025-12-13 15:06:23
320,253,13,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
321,254,28,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
322,255,12,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
323,256,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
324,257,13,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
325,258,18,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
326,259,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
327,260,19,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
328,261,15,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
329,262,34,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
330,263,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
331,264,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
332,265,20,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
333,266,8,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
334,267,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
335,268,10,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
336,269,20,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
337,270,34,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
338,271,18,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
339,272,1,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
340,273,31,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
341,274,38,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
342,275,28,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
343,276,12,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
344,277,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
345,278,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
346,279,5,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
347,280,10,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
348,281,16,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
349,282,39,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
350,283,29,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
351,284,2,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
352,285,35,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
353,286,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
354,287,4,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
355,288,13,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
356,289,6,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
357,290,29,2024-10-27,2025-12-13 18:01:14,2025-12-13 18:01:14
